training_seed,run_id,method,evaluation_seed,profile,macro_f1,accuracy,ece,nll,brier,mean_confidence,mean_entropy
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_shift_negative,0.6933256469432935,0.6932195353247985,0.22708886672445472,1.8459572303089722,0.5155970984460412,0.9203084020492532,0.20434121356663715
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_shift_positive,0.6940003397297675,0.6970128022759602,0.22110273307847322,1.927392832571503,0.5049467222543352,0.9181155353544334,0.21062788386868037
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_broadening,0.4427730458258252,0.43764817449027976,0.45690877452287815,5.590949511024534,0.9880117206978424,0.8945569490131579,0.26599985394805714
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_noise,0.6737982555648633,0.6747273589378853,0.23437256901226888,1.959383198068326,0.5414396263045352,0.9090999279501542,0.2303342070855555
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_background,0.6836825757255713,0.6851588430535799,0.22745548282657652,1.9185450872290921,0.5212148947129651,0.9126143258801565,0.22158655967139199
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_texture,0.649137848602737,0.6519677572309152,0.24483299345809628,2.0420773660912115,0.5699009244651883,0.8964101719935396,0.2632692723975291
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_combo_shift_broadening,0.4199551030443228,0.4177335229966809,0.4772195612553344,5.851668061727154,1.0206142504338935,0.8949530842520151,0.2693239822786858
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_combo_background_noise,0.627560906720199,0.6254148885727833,0.26668317423097443,2.2942499484341288,0.6189220168651028,0.8911340025263751,0.2763021650031336
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_combo_texture_shift,0.6333603947876872,0.6372688477951636,0.26224453791785207,2.1022786876746045,0.6069668930874228,0.8995133857130156,0.25958828634533837
20260711,seed_20260711_dynamic_erm,dynamic_erm,20260723,ood_all,0.3395048948636213,0.34471313418681837,0.49612952024804413,4.687957095902179,1.1017305205310988,0.8408426544348625,0.41376253538835467
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,level0,0.7236251275752741,0.7240398293029872,0.1500442671289711,1.0244626384845836,0.4162581307006577,0.8736773111516122,0.3276900302709521
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,in_range,0.7217816586122047,0.7221431958274064,0.149065736686522,1.0317044723030961,0.41829737686789054,0.8712089325139284,0.3334685420183336
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_shift_negative,0.7172768524443649,0.7178757705073494,0.14959499744399002,1.0371710751296264,0.42681732274675044,0.8674207590608701,0.34435239043915433
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_shift_positive,0.7254543111513277,0.7249881460407777,0.1474749446197843,1.0499923674408593,0.418029526854249,0.8703592444212305,0.33557443078732685
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_broadening,0.6233793198092837,0.6230440967283073,0.21762809916207324,1.7114591024722865,0.5785045738802927,0.8402030152582681,0.4102787508372383
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_noise,0.6918569136878675,0.689900426742532,0.165050175586771,1.1708561167860856,0.4705618576340514,0.854950602329303,0.3768410401129912
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_background,0.7147448119066092,0.7150308202939782,0.15475216427364868,1.0469998435316246,0.4261629184069443,0.8697829845676268,0.3368245805251931
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_texture,0.6936151884081181,0.6936936936936937,0.16252021192656474,1.145031998737003,0.46522100881944184,0.8562139056202585,0.376622797689112
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_combo_shift_broadening,0.6214854809016792,0.6220957799905168,0.215359929728248,1.6857605776292477,0.5765176837021614,0.8374557097187648,0.4200911178044458
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_combo_background_noise,0.649496279534623,0.6481744902797535,0.18358246327124822,1.3437904931048612,0.5303145631710121,0.8317569535510017,0.4359184188079873
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_combo_texture_shift,0.6914585641403642,0.692271218587008,0.15619536065670933,1.1385038111792956,0.4637879821112629,0.8465109074946657,0.3919125785433282
20260711,seed_20260711_js_lambda_60,dynamic_js,20260721,ood_all,0.395919151253799,0.41488857278330965,0.35758544574591045,3.1116440127815346,0.8934078476010836,0.77247401852922,0.5921090728394929
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,level0,0.7236251275752741,0.7240398293029872,0.1500442671289711,1.0244626384845836,0.4162581307006577,0.8736773111516122,0.3276900302709521
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,in_range,0.7145287714352226,0.7150308202939782,0.15725064085467044,1.032717700610156,0.42013157952081903,0.8722814611486487,0.32902906484313155
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_shift_negative,0.7196601258587567,0.7197724039829303,0.1474825848669393,1.0358362165376578,0.42644335871808126,0.8672549888498696,0.34336276439968466
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_shift_positive,0.7237339760058299,0.723565670934092,0.14875815885787103,1.058470301437422,0.4191602630236846,0.872323829791963,0.3335677807042076
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_broadening,0.6185780995042414,0.6211474632527264,0.21839779618228422,1.7147233187510038,0.5718521107621244,0.8395452594350107,0.4098862916087273
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_noise,0.6876321909739541,0.6865813181602656,0.1680015104537103,1.1577595887064727,0.4676754173733682,0.8538773791266595,0.38100237504521833
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_background,0.7159224878998212,0.7159791370317686,0.1545165899863679,1.0505003432104223,0.4215430794739693,0.8704957270181366,0.33533235990703225
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_texture,0.6870165048011847,0.6880037932669512,0.17005175920163584,1.1334438070003143,0.46379809364585334,0.857358437796349,0.36988790481006667
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_combo_shift_broadening,0.6328821817510085,0.6325272641062115,0.20631549775515645,1.7400247263867537,0.5680299773982972,0.8368266627029991,0.4179408337259044
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_combo_background_noise,0.641888935795139,0.6420104314841157,0.18893399335807842,1.4184260223965228,0.5392424377906705,0.8309444248421942,0.4431651941938962
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_combo_texture_shift,0.6830736144573358,0.6832622095779991,0.16630595439189194,1.1334861593093435,0.4718398678179979,0.849568163969891,0.3900302094286883
20260711,seed_20260711_js_lambda_60,dynamic_js,20260722,ood_all,0.40254742609651223,0.42342342342342343,0.3456329157590979,3.062527582090213,0.8855491085414011,0.7690563391825214,0.5954542147466729
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,level0,0.7236251275752741,0.7240398293029872,0.1500442671289711,1.0244626384845836,0.4162581307006577,0.8736773111516122,0.3276900302709521
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,in_range,0.7260993661376194,0.7264106211474632,0.14704002933854904,1.0343550983758327,0.41829585754654125,0.872450241153983,0.33020421893201185
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_shift_negative,0.7193588567578538,0.7197724039829303,0.14929181854551915,1.0479805727656386,0.4317793127106819,0.8690642225284495,0.3415622587309396
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_shift_positive,0.7221534576371018,0.7221431958274064,0.1505996899448791,1.0553420915026237,0.4197175291016662,0.8727428857722854,0.3330311405870063
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_broadening,0.6165977781346857,0.6178283546704599,0.22430903225388216,1.7334406001880072,0.5859151594165329,0.8421373869243421,0.4079990261593724
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_noise,0.6932398470961638,0.6927453769559033,0.16292937031398172,1.1670257777643283,0.4579151955795251,0.8548938214015825,0.37656421385649047
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_background,0.7179192830247736,0.7178757705073494,0.15273803305772882,1.05519393312261,0.4270018040471111,0.8705461989538881,0.33729666097999966
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_texture,0.701645833865128,0.701280227596017,0.155185806180358,1.1411461825412603,0.4569265815195362,0.8564660337763751,0.37133974801406583
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_combo_shift_broadening,0.6141875938068149,0.615931721194879,0.2234218953739924,1.7911084068171341,0.5959183227756516,0.8393536165688715,0.41653355612846377
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_combo_background_noise,0.6185156200686415,0.6187766714082503,0.21429180002370793,1.4714745628646775,0.5719216045581091,0.8330684714319583,0.4339976125663632
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_combo_texture_shift,0.6901072348023692,0.6903745851114272,0.16170316852625652,1.1574097683458142,0.46847740458918674,0.8520777536376838,0.38487915014431134
20260711,seed_20260711_js_lambda_60,dynamic_js,20260723,ood_all,0.38986695016384804,0.41014698909435754,0.35632955117946896,3.1143978218213415,0.8973606377838431,0.7662401556573021,0.6006055262242004
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,level0,0.705709124307212,0.705547652916074,0.2146285497051327,1.7888227522498292,0.49193622571481266,0.9201762026212067,0.20314919218928484
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,in_range,0.6922225536452729,0.692271218587008,0.22302795960022515,1.8596454199996524,0.5074904020998128,0.9152991781872333,0.21278239373438682
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_shift_negative,0.6886134324202148,0.689900426742532,0.2294410788769855,1.905003239366558,0.5237923099496261,0.9193415056195176,0.20795760828849366
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_shift_positive,0.6945342403638743,0.6946420104314841,0.2252042724262091,1.9148199998323567,0.5177303615128047,0.9191931574872569,0.20785207620311671
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_broadening,0.5810918462502229,0.5756282598387862,0.3232673077065552,3.04235350441854,0.724373924931484,0.8988955675453414,0.2557348146068907
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_noise,0.6726877073106732,0.6709340919867236,0.2409062537043623,1.9807332478967463,0.5522092725804288,0.9118403456910859,0.22581436274061795
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_background,0.6837747654910838,0.6818397344713134,0.2299857937707444,1.9424902299676396,0.5327817030684266,0.9112532042733523,0.22688362403769533
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_texture,0.608489798056446,0.6121384542437174,0.28739623155227595,2.3596782920145003,0.6440907569352766,0.899190180106093,0.2559295543677029
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_combo_shift_broadening,0.5733567734139502,0.566145092460882,0.32975665581288527,3.004523275693947,0.7321326141121149,0.8959017482737672,0.26557900739387974
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_combo_background_noise,0.6109188609223238,0.6073968705547653,0.2894171926861071,2.376403997508939,0.6577081591245081,0.8952867083777857,0.26917656715997756
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_combo_texture_shift,0.603424905027982,0.6069227121858701,0.2917884475758653,2.396379601484549,0.6522018022692253,0.8987111597617354,0.2585798482996126
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260721,ood_all,0.3333480820244931,0.3361782835467046,0.5102007718038764,4.785920950011636,1.1177738319674015,0.8463790553505809,0.39596330752642284
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,level0,0.705709124307212,0.705547652916074,0.2146285497051327,1.7888227522498292,0.49193622571481266,0.9201762026212067,0.20314919218928484
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,in_range,0.7021199208785632,0.7017543859649122,0.21851975073346375,1.8336693373918855,0.5066519606820507,0.920274136698376,0.20416655116015772
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_shift_negative,0.6951365613255637,0.696538643907065,0.22063019536806544,1.8851152326394656,0.5111106877099486,0.9171688392751304,0.21019833020088324
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_shift_positive,0.6916079475701036,0.692271218587008,0.22531042555713607,1.9218706297125043,0.5220000482882609,0.9165886435366287,0.21160655292631644
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_broadening,0.5803392149925559,0.5732574679943101,0.33170109871384545,3.065844045855593,0.730518886219433,0.9049585667081556,0.2438686611971048
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_noise,0.6644086467070254,0.6633475580844002,0.2444714708540778,1.988041539546924,0.5569008722781188,0.907819028938478,0.2330144530318462
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_background,0.6844507479982987,0.6827880512091038,0.22898515291607396,1.9367250938193337,0.5331277921617364,0.9117732041251778,0.2257751936640556
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_texture,0.6247728183780138,0.6277856804172594,0.2715442236027146,2.2259834992350838,0.6204927145566959,0.8993299040199739,0.2558116301175809
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_combo_shift_broadening,0.573930708315963,0.5666192508297772,0.3310009742472736,3.105147360182535,0.7387055450482166,0.896987473699028,0.259342668098891
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_combo_background_noise,0.6128584052774194,0.6083451872925557,0.28759626711415365,2.413904522997423,0.6568341764532333,0.8959414544067094,0.2668944317128525
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_combo_texture_shift,0.608361669509761,0.611190137505927,0.28651575094831677,2.328593513081211,0.6468131238690209,0.8976190674638455,0.2623222963006258
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260722,ood_all,0.32780226519685307,0.3361782835467046,0.5085473528627311,4.756230087639932,1.115363286627783,0.8445563933588194,0.4034081648377021
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,level0,0.705709124307212,0.705547652916074,0.2146285497051327,1.7888227522498292,0.49193622571481266,0.9201762026212067,0.20314919218928484
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,in_range,0.6993597585103873,0.6998577524893315,0.2176597598832385,1.8349136150598007,0.4959002947553278,0.91751751237257,0.20904262368283277
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_shift_negative,0.6925288299309258,0.6936936936936937,0.22690584807669506,1.9280437395173795,0.5220205719125126,0.9201295508090327,0.20477621409414506
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_shift_positive,0.6909314248066144,0.6917970602181128,0.22794746843883357,1.9304722596160193,0.5220924525697805,0.9197445286569464,0.20472711857867656
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_broadening,0.5775437085965344,0.5718349928876245,0.32735507145714793,3.0560840749628824,0.7226398793543531,0.8991900643447724,0.25478977355861887
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_noise,0.6719927823219808,0.6709340919867236,0.23889929969031537,1.9794391060012837,0.54978806037812,0.9094599456570057,0.22982228654512135
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_background,0.6742248043826395,0.671882408724514,0.23782688681691563,1.9652199641683945,0.5461726862995806,0.9097092955414295,0.22736186579260542
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_texture,0.6188911707195263,0.6211474632527264,0.278955957911036,2.3117052331944654,0.636146271662991,0.9000205360582622,0.2525969472584223
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_combo_shift_broadening,0.5473386976912759,0.5410146989094358,0.3541070495865932,3.14403785481838,0.7700381913215018,0.8947656666740754,0.266391058467834
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_combo_background_noise,0.5915203251395701,0.5874822190611664,0.30839961826546947,2.529264508209545,0.6907571230136459,0.8944225501200214,0.27192285185774523
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_combo_texture_shift,0.6095236831088272,0.6121384542437174,0.28324479907539124,2.360449089959693,0.6458747446820824,0.8953832533191086,0.2634546792956677
20260712,seed_20260712_dynamic_erm,dynamic_erm,20260723,ood_all,0.3257005758165094,0.3285917496443812,0.5086567473106329,4.937894953951476,1.1318422917681488,0.8372484969550142,0.41642137931892037
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,level0,0.7440255013690787,0.7439544807965861,0.18184494373073737,1.3552652401202727,0.42206506646118436,0.9221323374155406,0.19941781970286024
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,in_range,0.7414805892997512,0.7411095305832148,0.18122515762061403,1.3736362865779477,0.42552051725110773,0.9217012422578829,0.20082448167441522
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_shift_negative,0.7378217051922954,0.7377904220009484,0.18156132849543624,1.3914445366202437,0.4332168032712949,0.9193517504963845,0.20712036158656028
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_shift_positive,0.7352845899074953,0.7349454717875771,0.18503787247362496,1.3876006482586942,0.4366763463514932,0.9195858198864983,0.20508944310664787
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_broadening,0.6671764126825661,0.6614509246088194,0.24226251333570417,1.953922979370303,0.5610205193305492,0.9035786917674253,0.24618613691759844
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_noise,0.7096860829550307,0.70791844476055,0.19882238323850165,1.5086736263071594,0.4747583089728914,0.9067408279990516,0.24068043762165742
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_background,0.7366905321211907,0.7368421052631579,0.1839217018210645,1.381402749870304,0.43277575104670024,0.9197749738842461,0.20656547104624545
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_texture,0.7057074674369005,0.7064959696538644,0.19985937314781888,1.5303496710909508,0.47991024281978223,0.9049713004534139,0.2420365663421567
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_combo_shift_broadening,0.6643523432824222,0.6586059743954481,0.24385886194582737,1.9454947750785923,0.5687192214836874,0.9014595650337838,0.2528227063968311
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_combo_background_noise,0.656474252255312,0.65149359886202,0.23751734104581557,1.8502869329880571,0.5677438040208369,0.8872576189470721,0.28897317231100905
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_combo_texture_shift,0.7004235098022776,0.701280227596017,0.20520048471580127,1.55380790105066,0.48868464634130765,0.9058470348432314,0.24145645728329868
20260712,seed_20260712_js_lambda_60,dynamic_js,20260721,ood_all,0.3200219916679898,0.3404457088667615,0.4973189678165007,5.5332250252494335,1.1029046280678458,0.8377646766832622,0.40940367526242816
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,level0,0.7440255013690787,0.7439544807965861,0.18184494373073737,1.3552652401202727,0.42206506646118436,0.9221323374155406,0.19941781970286024
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,in_range,0.7426865137119133,0.7430061640587956,0.18172293129889755,1.374108984574166,0.4289758790552806,0.9222895412888217,0.199144722181337
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_shift_negative,0.7411866173263412,0.7411095305832148,0.18103704547475105,1.3757865681768258,0.42856497747848366,0.9208123110775249,0.20549350705771352
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_shift_positive,0.7382336246326877,0.7377904220009484,0.18109758864538877,1.3711799574979218,0.43317598649384087,0.9188880106463371,0.20619107486978533
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_broadening,0.6685207432945096,0.6638217164532954,0.23729913095661456,1.9316663087095702,0.5538851096196938,0.9011208474099099,0.24893605402232705
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_noise,0.702052222349601,0.7008060692271219,0.20829733156264818,1.553398973145006,0.4807575199523582,0.90910340078977,0.23431076003852366
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_background,0.7408434018219331,0.7411095305832148,0.17862897848506398,1.4018067066082907,0.43116859416474207,0.919616265113798,0.20443393829906573
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_texture,0.713228983431265,0.7140825035561877,0.19150858300734946,1.4813463903687913,0.47218366652829225,0.9055910865635373,0.2385619673925007
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_combo_shift_broadening,0.6608813069160425,0.6557610241820768,0.2467577569345662,1.9740032893721018,0.5719360596430788,0.9014667422356567,0.2508987202195565
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_combo_background_noise,0.6455258463348242,0.6415362731152204,0.250404354292615,1.9249114034415533,0.5829710812247937,0.8912134147922594,0.2818355491167796
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_combo_texture_shift,0.7025415069932325,0.7036510194404931,0.19805766395507352,1.464809192457258,0.47958000085400104,0.9016325124466572,0.2496871164998582
20260712,seed_20260712_js_lambda_60,dynamic_js,20260722,ood_all,0.3354189524654826,0.3541963015647226,0.4899655772137269,5.594265513948437,1.0860749425306964,0.8441618787784495,0.3971685492197003
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,level0,0.7440255013690787,0.7439544807965861,0.18184494373073737,1.3552652401202727,0.42206506646118436,0.9221323374155406,0.19941781970286024
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,in_range,0.7379324838307022,0.7377904220009484,0.1849106507823613,1.3813281282858152,0.43189811865169486,0.9227010727833096,0.1967383565794923
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,ood_shift_negative,0.7396854510432418,0.7396870554765291,0.17798256727121864,1.3906720610078809,0.43346410977545596,0.9176696227477478,0.20942330777192916
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,ood_shift_positive,0.7386932227931176,0.7377904220009484,0.18568150541577766,1.3819426915873805,0.4345643604381257,0.9209534241272522,0.20315958539917817
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,ood_broadening,0.6704973315549038,0.6642958748221907,0.2371335922682551,1.9901564565397865,0.5585833477095656,0.9011905357248696,0.24838706825596368
20260712,seed_20260712_js_lambda_60,dynamic_js,20260723,ood_noise,0.7055293047804552,0.7027027027027027,0.20478003959963254,1.5601330854170479,0.48660357239984725,0.9074827423023353,0.23814789566994785
